test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Factura_Agregar,00:01:40,global information,1153,921,232,9.21,191.46,3903.16,49405.66,2324.48,3588.1,9838.59,42598.4,7404.49,0,0,0,0,2.32,0,0.08,17.66,0,0,0.01,0.14,1.3,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,Factura_Leer,00:01:40,global information,1501,1203,298,12.03,50.82,2800.09,42946.95,1864.7,2353.15,6615.04,35618.82,5301.27,0,0,0,0,2.98,0,0.27,78.67,0,0.01,0.01,0.16,5.01,0,0,0,0
