test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Insertar_Y_Leer,00:02:00,global information,59646515,59646416,99,497053.47,0,0.01,2721.13,0,0,0.01,0.06,10.35,0,0,0,0,0.82,167,333.97,1356.29,288.51,320.26,680.96,1269.76,198.68,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,Insertar_Y_Leer,00:02:00,Insertar_Factura,99,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,128.83,278.61,1316.56,232.06,252.54,645.12,1253.38,203.09,0,0,0,0
